ID,PosX,PosY,batch
0.0,0.8209196329116821,0.45954573154449463,0.0
1.0,0.8281203508377075,0.4693412184715271,0.0
2.0,0.8249445557594299,0.47520700097084045,0.0
3.0,0.8229479789733887,0.4688646197319031,0.0
4.0,0.8189054727554321,0.4710644483566284,0.0
5.0,0.8073000907897949,0.4629460573196411,1.0
6.0,0.8195100426673889,0.4626748561859131,1.0
7.0,0.8277919888496399,0.46623513102531433,1.0
8.0,0.8239454030990601,0.4581030607223511,1.0
9.0,0.8470615744590759,0.49168860912323,2.0
10.0,0.8682841658592224,0.5122069120407104,2.0
11.0,0.852416455745697,0.5188170671463013,2.0
12.0,0.7859562039375305,0.6059145331382751,3.0
13.0,0.9207675457000732,0.41862109303474426,3.0
14.0,0.8971862196922302,0.5941680669784546,3.0
15.0,0.9849770665168762,0.5256440043449402,3.0
16.0,0.8176332712173462,0.37655049562454224,3.0
17.0,0.9209943413734436,0.3676508367061615,3.0
18.0,0.9588935375213623,0.3979374170303345,3.0
19.0,0.9580318331718445,0.6070947647094727,3.0
20.0,0.999495804309845,0.4711635112762451,3.0
21.0,0.7561240792274475,0.3643929064273834,3.0
22.0,0.8905413746833801,0.6167331337928772,3.0
23.0,0.8874588012695312,0.40864795446395874,3.0
24.0,0.9786813855171204,0.43005990982055664,3.0
25.0,0.8450068831443787,0.567700982093811,3.0
26.0,0.9748992323875427,0.5539370775222778,3.0
27.0,0.9013999700546265,0.4458267092704773,3.0
28.0,0.9204940795898438,0.5580430030822754,3.0
29.0,0.8354883193969727,0.5706466436386108,3.0
30.0,0.9730053544044495,0.6388682723045349,3.0
31.0,0.7563372254371643,0.42292970418930054,3.0
32.0,0.8054753541946411,0.6283995509147644,3.0
33.0,0.9695797562599182,0.5248135328292847,3.0
34.0,0.8317957520484924,0.39590784907341003,3.0
35.0,0.8431951403617859,0.6270560622215271,3.0
36.0,0.8256468176841736,0.3961520493030548,3.0
37.0,0.7564341425895691,0.36629435420036316,3.0
38.0,0.9274576902389526,0.5961412191390991,3.0
39.0,0.9235941171646118,0.5488743185997009,3.0
40.0,0.8764325976371765,0.43899813294410706,3.0
41.0,0.7557939291000366,0.5946650505065918,3.0
42.0,0.757401168346405,0.36970072984695435,3.0
43.0,0.9784557223320007,0.6450506448745728,3.0
44.0,0.9072293043136597,0.5743524432182312,3.0
45.0,0.7884913086891174,0.6148905158042908,3.0
46.0,0.8825902938842773,0.4588261544704437,3.0
47.0,0.8006965517997742,0.5802943706512451,3.0
48.0,0.770342230796814,0.635417103767395,3.0
49.0,0.8613443970680237,0.3928788900375366,3.0
50.0,0.8503590822219849,0.6253540515899658,3.0
51.0,0.924623966217041,0.41189149022102356,3.0
52.0,0.8480664491653442,0.4291313886642456,3.0
53.0,0.8643617630004883,0.6299557089805603,3.0
54.0,0.7746196389198303,0.4692303538322449,3.0
55.0,0.8991308808326721,0.6369805335998535,3.0
56.0,0.8776436448097229,0.39326098561286926,3.0
57.0,0.9910041689872742,0.5560563206672668,3.0
58.0,0.9416189789772034,0.4074751138687134,3.0
59.0,0.7688311338424683,0.5798123478889465,3.0
60.0,0.9904020428657532,0.523613452911377,3.0
61.0,0.9181206822395325,0.6466362476348877,3.0
62.0,0.9439400434494019,0.5930813550949097,3.0
63.0,0.8113125562667847,0.5379136204719543,3.0
64.0,0.8037741184234619,0.37123608589172363,3.0
65.0,0.8670347332954407,0.6486092209815979,3.0
66.0,0.9456130266189575,0.44216057658195496,3.0
67.0,0.777561366558075,0.37120476365089417,3.0
68.0,0.9080163836479187,0.6461380124092102,3.0
69.0,0.8987250328063965,0.5527907013893127,3.0
70.0,0.9469219446182251,0.5327627062797546,3.0
71.0,0.7670517563819885,0.603574812412262,3.0
72.0,0.761169970035553,0.6174888610839844,3.0
73.0,0.8760156631469727,0.522040843963623,3.0
74.0,0.9628209471702576,0.4058469533920288,3.0
75.0,0.9958776831626892,0.5368505716323853,3.0
76.0,0.8206233382225037,0.5384300351142883,3.0
77.0,0.8255345821380615,0.5124488472938538,3.0
78.0,0.9811368584632874,0.6120586395263672,3.0
79.0,0.8632676005363464,0.3638359308242798,3.0
80.0,0.998525857925415,0.48659929633140564,3.0
81.0,0.8910387754440308,0.5019120573997498,3.0
82.0,0.8528339862823486,0.3855888545513153,3.0
83.0,0.8440994620323181,0.5863960981369019,3.0
84.0,0.8288440108299255,0.43078356981277466,3.0
85.0,0.7950480580329895,0.6438593864440918,3.0
86.0,0.8433187007904053,0.4136388897895813,3.0
87.0,0.772082507610321,0.4919251799583435,3.0
88.0,0.8652825355529785,0.42932969331741333,3.0
89.0,0.9354353547096252,0.43297260999679565,3.0
90.0,0.8071262836456299,0.4878762364387512,3.0
91.0,0.9331907033920288,0.4259517788887024,3.0
92.0,0.9830504059791565,0.6135386824607849,3.0
93.0,0.8301327228546143,0.4739689826965332,3.0
94.0,0.9115831851959229,0.5821143984794617,3.0
95.0,0.8111510872840881,0.4216834306716919,3.0
96.0,0.8460932970046997,0.5176030397415161,3.0
97.0,0.9390155076980591,0.37162768840789795,3.0
98.0,0.9480473399162292,0.6355901956558228,3.0
99.0,0.8136401772499084,0.48150599002838135,3.0
